t_sec,t_nanosec,s1_fx,s1_fy,s1_fz,s1_tx,s1_ty,s1_tz,s1_stamp_sec,s1_stamp_nsec,s2_fx,s2_fy,s2_fz,s2_tx,s2_ty,s2_tz,s2_stamp_sec,s2_stamp_nsec,s3_fx,s3_fy,s3_fz,s3_tx,s3_ty,s3_tz,s3_stamp_sec,s3_stamp_nsec,ee_px,ee_py,ee_pz,ee_stamp_sec,ee_stamp_nsec,ee_mf_px,ee_mf_py,ee_mf_pz,ee_mf_stamp_sec,ee_mf_stamp_nsec,ee_th_px,ee_th_py,ee_th_pz,ee_th_stamp_sec,ee_th_stamp_nsec,deform_circ,deform_circ_stamp_sec,deform_circ_stamp_nsec,deform_ecc,deform_ecc_stamp_sec,deform_ecc_stamp_nsec,emg_ch1,emg_ch2,emg_ch3,emg_ch4,emg_ch5,emg_ch6,emg_ch7,emg_ch8,emg_stamp_sec,emg_stamp_nsec
1763329098,210955504,0.021239,0.067053,-0.026548,0.000295,0.000483,-0.000168,1763329098,210955504,-0.030645,0.007797,0.007837,-0.000235,-0.000038,0.000100,1763329098,210955504,0.137924,0.022346,0.111791,0.000584,-0.000001,0.000347,1763329098,210955504,0.066752,0.037562,0.362299,1763329098,210955504,0.066752,0.037562,0.362299,1763329098,210955504,-0.097400,0.056313,0.353405,1763329098,210955504,0.883810,1763329098,210955504,0.278858,1763329098,210955504,45.000000,121.000000,160.000000,22.000000,20.000000,21.000000,23.000000,26.000000,1763329098,210955504
1763329098,216039170,0.056239,0.050053,-0.040548,0.000405,0.000523,0.000112,1763329098,216039170,-0.027645,0.019797,0.044837,-0.000125,-0.000088,-0.000030,1763329098,216039170,0.125924,0.010346,0.085791,0.000664,-0.000331,0.000727,1763329098,216039170,0.066752,0.037562,0.362299,1763329098,216039170,0.066752,0.037562,0.362299,1763329098,216039170,-0.097400,0.056313,0.353405,1763329098,216039170,0.883781,1763329098,216039170,0.279971,1763329098,216039170,45.000000,121.000000,160.000000,22.000000,20.000000,21.000000,23.000000,26.000000,1763329098,216039170
1763329098,221153279,0.033239,0.071053,-0.042548,0.000295,0.000553,-0.000218,1763329098,221153279,-0.015645,0.002797,0.011837,-0.000235,-0.000078,0.000470,1763329098,221153279,0.130924,0.019346,0.140791,0.000694,-0.000271,0.000687,1763329098,221153279,0.066692,0.037527,0.362329,1763329098,221153279,0.066692,0.037527,0.362329,1763329098,221153279,-0.096567,0.055830,0.353450,1763329098,221153279,0.883781,1763329098,221153279,0.279971,1763329098,221153279,45.000000,121.000000,160.000000,22.000000,20.000000,21.000000,23.000000,26.000000,1763329098,221153279
1763329098,225522570,0.029239,0.050053,-0.052548,0.000245,0.000483,-0.000018,1763329098,225522570,-0.020645,-0.005203,-0.000163,-0.000035,-0.000038,-0.000360,1763329098,225522570,0.134924,0.023346,0.127791,0.000714,-0.000171,0.000307,1763329098,225522570,0.066692,0.037527,0.362329,1763329098,225522570,0.066692,0.037527,0.362329,1763329098,225522570,-0.096567,0.055830,0.353450,1763329098,225522570,0.883781,1763329098,225522570,0.279971,1763329098,225522570,45.000000,121.000000,160.000000,22.000000,20.000000,21.000000,23.000000,26.000000,1763329098,225522570
1763329098,230336205,0.039239,0.036053,-0.015548,0.000325,0.000453,0.000192,1763329098,230336205,-0.034645,0.005797,-0.009163,-0.000145,0.000022,0.000290,1763329098,230336205,0.138924,0.019346,0.117791,0.000544,-0.000091,0.000497,1763329098,230336205,0.066692,0.037527,0.362329,1763329098,230336205,0.066692,0.037527,0.362329,1763329098,230336205,-0.096567,0.055830,0.353450,1763329098,230336205,0.883781,1763329098,230336205,0.279971,1763329098,230336205,45.000000,121.000000,160.000000,22.000000,20.000000,21.000000,23.000000,26.000000,1763329098,230336205
1763329098,235315338,0.026239,0.053053,-0.003548,0.000335,0.000433,-0.000148,1763329098,235315338,-0.012645,0.007797,-0.004163,-0.000235,-0.000078,0.000250,1763329098,235315338,0.148924,0.039346,0.088791,0.000654,-0.000121,-0.000363,1763329098,235315338,0.066692,0.037527,0.362329,1763329098,235315338,0.066692,0.037527,0.362329,1763329098,235315338,-0.096567,0.055830,0.353450,1763329098,235315338,0.883781,1763329098,235315338,0.279971,1763329098,235315338,46.000000,138.000000,163.000000,24.000000,21.000000,23.000000,23.000000,25.000000,1763329098,235315338
1763329098,240901888,0.036239,0.054053,-0.017548,0.000415,0.000723,-0.000238,1763329098,240901888,-0.020645,0.011797,0.020837,-0.000225,-0.000198,-0.000090,1763329098,240901888,0.154924,0.020346,0.123791,0.000804,-0.000251,0.000507,1763329098,240901888,0.066752,0.037562,0.362299,1763329098,240901888,0.066752,0.037562,0.362299,1763329098,240901888,-0.095715,0.055337,0.353464,1763329098,240901888,0.883781,1763329098,240901888,0.279971,1763329098,240901888,46.000000,138.000000,163.000000,24.000000,21.000000,23.000000,23.000000,25.000000,1763329098,240901888
1763329098,245225060,0.045239,0.045053,-0.000548,0.000305,0.000633,-0.000188,1763329098,245225060,-0.009645,0.022797,-0.002163,-0.000385,-0.000158,0.000640,1763329098,245225060,0.132924,0.037346,0.105791,0.000584,-0.000301,0.000607,1763329098,245225060,0.066752,0.037562,0.362299,1763329098,245225060,0.066752,0.037562,0.362299,1763329098,245225060,-0.095715,0.055337,0.353464,1763329098,245225060,0.887683,1763329098,245225060,0.273710,1763329098,245225060,46.000000,133.000000,153.000000,23.000000,21.000000,24.000000,23.000000,25.000000,1763329098,245225060
1763329098,251079954,0.038239,0.076053,-0.039548,0.000225,0.001013,0.000332,1763329098,251079954,0.023355,0.011797,0.038837,-0.000215,0.000182,0.000530,1763329098,251079954,0.151924,0.039346,0.119791,0.000684,-0.000111,0.000967,1763329098,251079954,0.066752,0.037562,0.362299,1763329098,251079954,0.066752,0.037562,0.362299,1763329098,251079954,-0.095715,0.055337,0.353464,1763329098,251079954,0.887683,1763329098,251079954,0.273710,1763329098,251079954,46.000000,133.000000,153.000000,23.000000,21.000000,24.000000,23.000000,25.000000,1763329098,251079954
1763329098,255737392,0.028239,0.056053,-0.010548,0.000145,0.000583,-0.000488,1763329098,255737392,-0.020645,0.019797,0.026837,-0.000315,-0.000088,-0.000490,1763329098,255737392,0.131924,0.016346,0.098791,0.000754,-0.000121,0.000917,1763329098,255737392,0.066752,0.037562,0.362299,1763329098,255737392,0.066752,0.037562,0.362299,1763329098,255737392,-0.095715,0.055337,0.353464,1763329098,255737392,0.887683,1763329098,255737392,0.273710,1763329098,255737392,46.000000,133.000000,153.000000,23.000000,21.000000,24.000000,23.000000,25.000000,1763329098,255737392
