t_sec,t_nanosec,s1_fx,s1_fy,s1_fz,s1_tx,s1_ty,s1_tz,s1_stamp_sec,s1_stamp_nsec,s2_fx,s2_fy,s2_fz,s2_tx,s2_ty,s2_tz,s2_stamp_sec,s2_stamp_nsec,s3_fx,s3_fy,s3_fz,s3_tx,s3_ty,s3_tz,s3_stamp_sec,s3_stamp_nsec,ee_if_px,ee_if_py,ee_if_pz,ee_if_stamp_sec,ee_if_stamp_nsec,ee_mf_px,ee_mf_py,ee_mf_pz,ee_mf_stamp_sec,ee_mf_stamp_nsec,ee_th_px,ee_th_py,ee_th_pz,ee_th_stamp_sec,ee_th_stamp_nsec,deform_circ,deform_circ_stamp_sec,deform_circ_stamp_nsec,deform_ecc,deform_ecc_stamp_sec,deform_ecc_stamp_nsec,emg_ch1,emg_ch2,emg_ch3,emg_ch4,emg_ch5,emg_ch6,emg_ch7,emg_ch8,emg_stamp_sec,emg_stamp_nsec
1763452513,918332091,0.104179,-0.022076,0.032678,-0.000819,0.000444,0.001063,1763452513,918332091,0.084963,0.054575,0.246385,0.000153,0.001103,0.000661,1763452513,918332091,0.408252,0.130575,-0.136528,0.000346,0.011281,0.001220,1763452513,918332091,0.061956,0.034797,0.362291,1763452513,918332091,0.061956,0.034797,0.362291,1763452513,918332091,-0.078368,0.045297,0.357130,1763452513,918332091,0.896374,1763452513,918332091,0.170328,1763452513,918332091,53.000000,190.000000,288.000000,216.000000,122.000000,46.000000,25.000000,52.000000,1763452513,918332091
1763452513,923324181,0.096179,-0.049076,0.029678,-0.000779,0.000264,0.001263,1763452513,923324181,0.081963,0.069575,0.275385,0.000043,0.001373,0.000461,1763452513,923324181,0.440252,0.152575,-0.138528,0.000216,0.011601,0.000890,1763452513,923324181,0.061956,0.034797,0.362291,1763452513,923324181,0.061956,0.034797,0.362291,1763452513,923324181,-0.078368,0.045297,0.357130,1763452513,923324181,0.896374,1763452513,923324181,0.170328,1763452513,923324181,53.000000,190.000000,288.000000,216.000000,122.000000,46.000000,25.000000,52.000000,1763452513,923324181
1763452513,929170451,0.087179,-0.010076,0.009678,-0.000579,0.000494,0.001343,1763452513,929170451,0.082963,0.049575,0.235385,0.000073,0.001453,0.000241,1763452513,929170451,0.466252,0.161575,-0.141528,0.000076,0.011831,0.001070,1763452513,929170451,0.061708,0.034654,0.362364,1763452513,929170451,0.061708,0.034654,0.362364,1763452513,929170451,-0.078509,0.045379,0.357095,1763452513,929170451,0.896374,1763452513,929170451,0.170328,1763452513,929170451,53.000000,190.000000,288.000000,216.000000,122.000000,46.000000,25.000000,52.000000,1763452513,929170451
1763452513,933993503,0.097179,0.006924,0.005678,-0.000829,0.000454,0.000493,1763452513,933993503,0.097963,0.036575,0.232385,0.000243,0.001093,0.001021,1763452513,933993503,0.450252,0.177575,-0.146528,0.000126,0.011621,0.001690,1763452513,933993503,0.061708,0.034654,0.362364,1763452513,933993503,0.061708,0.034654,0.362364,1763452513,933993503,-0.078509,0.045379,0.357095,1763452513,933993503,0.897815,1763452513,933993503,0.175332,1763452513,933993503,47.000000,195.000000,257.000000,233.000000,116.000000,36.000000,24.000000,53.000000,1763452513,933993503
1763452513,938062525,0.084179,-0.046076,-0.036322,-0.000619,0.000444,0.000733,1763452513,938062525,0.048963,0.058575,0.229385,-0.000047,0.000773,0.000831,1763452513,938062525,0.423252,0.145575,-0.102528,0.000316,0.011471,0.000850,1763452513,938062525,0.061708,0.034654,0.362364,1763452513,938062525,0.061708,0.034654,0.362364,1763452513,938062525,-0.078509,0.045379,0.357095,1763452513,938062525,0.897815,1763452513,938062525,0.175332,1763452513,938062525,47.000000,195.000000,257.000000,233.000000,116.000000,36.000000,24.000000,53.000000,1763452513,938062525
1763452513,943528840,0.095179,-0.008076,0.049678,-0.000859,0.000404,0.001263,1763452513,943528840,0.080963,0.053575,0.254385,0.000123,0.000803,0.000951,1763452513,943528840,0.400252,0.145575,-0.158528,0.000066,0.011561,0.000570,1763452513,943528840,0.061708,0.034654,0.362364,1763452513,943528840,0.061708,0.034654,0.362364,1763452513,943528840,-0.078509,0.045379,0.357095,1763452513,943528840,0.897815,1763452513,943528840,0.175332,1763452513,943528840,47.000000,195.000000,257.000000,233.000000,116.000000,36.000000,24.000000,53.000000,1763452513,943528840
1763452513,948333053,0.099179,-0.037076,-0.008322,-0.000749,0.000494,0.001183,1763452513,948333053,0.071963,0.055575,0.274385,0.000273,0.000663,0.001001,1763452513,948333053,0.429252,0.135575,-0.129528,0.000126,0.011691,0.000750,1763452513,948333053,0.061553,0.034564,0.362402,1763452513,948333053,0.061553,0.034564,0.362402,1763452513,948333053,-0.078477,0.045361,0.357094,1763452513,948333053,0.897815,1763452513,948333053,0.175332,1763452513,948333053,47.000000,195.000000,257.000000,233.000000,116.000000,36.000000,24.000000,53.000000,1763452513,948333053
1763452513,953924335,0.116179,0.002924,0.023678,-0.000969,0.000514,0.000873,1763452513,953924335,0.068963,0.077575,0.292385,-0.000077,0.000513,0.001341,1763452513,953924335,0.411252,0.138575,-0.136528,0.000256,0.011241,0.001480,1763452513,953924335,0.061553,0.034564,0.362402,1763452513,953924335,0.061553,0.034564,0.362402,1763452513,953924335,-0.078477,0.045361,0.357094,1763452513,953924335,0.897815,1763452513,953924335,0.175332,1763452513,953924335,46.000000,185.000000,254.000000,259.000000,136.000000,39.000000,24.000000,57.000000,1763452513,953924335
1763452513,958563601,0.107179,-0.013076,0.043678,-0.000899,0.000574,0.001443,1763452513,958563601,0.078963,0.030575,0.236385,0.000143,0.001003,0.000821,1763452513,958563601,0.457252,0.132575,-0.158528,0.000576,0.011851,0.001100,1763452513,958563601,0.061553,0.034564,0.362402,1763452513,958563601,0.061553,0.034564,0.362402,1763452513,958563601,-0.078477,0.045361,0.357094,1763452513,958563601,0.897815,1763452513,958563601,0.175332,1763452513,958563601,46.000000,185.000000,254.000000,259.000000,136.000000,39.000000,24.000000,57.000000,1763452513,958563601
1763452513,963845252,0.090179,-0.038076,0.007678,-0.000829,0.000534,0.000593,1763452513,963845252,0.087963,0.055575,0.228385,0.000073,0.001393,0.000601,1763452513,963845252,0.418252,0.147575,-0.143528,0.000266,0.011641,0.000790,1763452513,963845252,0.061553,0.034564,0.362402,1763452513,963845252,0.061553,0.034564,0.362402,1763452513,963845252,-0.078477,0.045361,0.357094,1763452513,963845252,0.896466,1763452513,963845252,0.171477,1763452513,963845252,46.000000,185.000000,254.000000,259.000000,136.000000,39.000000,24.000000,57.000000,1763452513,963845252
1763452513,968989832,0.106179,-0.023076,0.001678,-0.001049,0.000504,0.001363,1763452513,968989832,0.084963,0.051575,0.240385,0.000183,0.001093,0.001351,1763452513,968989832,0.424252,0.124575,-0.134528,0.000406,0.011461,0.000660,1763452513,968989832,0.060713,0.034080,0.362658,1763452513,968989832,0.060713,0.034080,0.362658,1763452513,968989832,-0.078583,0.045422,0.357058,1763452513,968989832,0.896466,1763452513,968989832,0.171477,1763452513,968989832,46.000000,185.000000,254.000000,259.000000,136.000000,39.000000,24.000000,57.000000,1763452513,968989832
1763452513,974415874,0.103179,-0.022076,0.003678,-0.000819,0.000474,0.000733,1763452513,974415874,0.065963,0.088575,0.268385,-0.000177,0.000993,0.000741,1763452513,974415874,0.413252,0.140575,-0.152528,0.000346,0.011351,0.000440,1763452513,974415874,0.060713,0.034080,0.362658,1763452513,974415874,0.060713,0.034080,0.362658,1763452513,974415874,-0.078583,0.045422,0.357058,1763452513,974415874,0.896466,1763452513,974415874,0.171477,1763452513,974415874,46.000000,185.000000,254.000000,259.000000,136.000000,39.000000,24.000000,57.000000,1763452513,974415874
1763452513,978634860,0.101179,-0.028076,0.019678,-0.000779,0.000494,0.000873,1763452513,978634860,0.075963,0.058575,0.244385,0.000173,0.000863,0.001011,1763452513,978634860,0.424252,0.162575,-0.129528,0.000226,0.011591,0.000380,1763452513,978634860,0.060713,0.034080,0.362658,1763452513,978634860,0.060713,0.034080,0.362658,1763452513,978634860,-0.078583,0.045422,0.357058,1763452513,978634860,0.896466,1763452513,978634860,0.171477,1763452513,978634860,46.000000,185.000000,254.000000,259.000000,136.000000,39.000000,24.000000,57.000000,1763452513,978634860
1763452513,984199993,0.094179,-0.026076,0.004678,-0.000849,0.000384,0.000563,1763452513,984199993,0.067963,0.037575,0.241385,0.000213,0.000973,0.000941,1763452513,984199993,0.426252,0.145575,-0.141528,0.000246,0.011441,0.000850,1763452513,984199993,0.060713,0.034080,0.362658,1763452513,984199993,0.060713,0.034080,0.362658,1763452513,984199993,-0.078583,0.045422,0.357058,1763452513,984199993,0.896466,1763452513,984199993,0.171477,1763452513,984199993,43.000000,171.000000,220.000000,248.000000,142.000000,45.000000,24.000000,60.000000,1763452513,984199993
1763452513,988630095,0.109179,0.000924,0.032678,-0.001029,0.000674,0.001433,1763452513,988630095,0.102963,0.034575,0.270385,0.000133,0.001393,0.000311,1763452513,988630095,0.452252,0.141575,-0.153528,0.000086,0.011561,0.001090,1763452513,988630095,0.060238,0.033806,0.362806,1763452513,988630095,0.060238,0.033806,0.362806,1763452513,988630095,-0.078635,0.045452,0.357040,1763452513,988630095,0.896466,1763452513,988630095,0.171477,1763452513,988630095,50.000000,167.000000,220.000000,263.000000,135.000000,48.000000,26.000000,70.000000,1763452513,988630095
1763452513,993358337,0.104179,0.003924,0.008678,-0.000899,0.000574,0.001023,1763452513,993358337,0.042963,0.033575,0.239385,0.000183,0.000483,0.001191,1763452513,993358337,0.417252,0.153575,-0.145528,0.000186,0.011181,0.000430,1763452513,993358337,0.060238,0.033806,0.362806,1763452513,993358337,0.060238,0.033806,0.362806,1763452513,993358337,-0.078635,0.045452,0.357040,1763452513,993358337,0.896466,1763452513,993358337,0.171477,1763452513,993358337,50.000000,167.000000,220.000000,263.000000,135.000000,48.000000,26.000000,70.000000,1763452513,993358337
1763452513,998862008,0.093179,-0.010076,0.024678,-0.000649,0.000574,0.001103,1763452513,998862008,0.033963,0.059575,0.221385,-0.000097,0.000293,0.001421,1763452513,998862008,0.409252,0.160575,-0.138528,0.000216,0.011061,0.000960,1763452513,998862008,0.060238,0.033806,0.362806,1763452513,998862008,0.060238,0.033806,0.362806,1763452513,998862008,-0.078635,0.045452,0.357040,1763452513,998862008,0.894474,1763452513,998862008,0.173063,1763452513,998862008,50.000000,167.000000,220.000000,263.000000,135.000000,48.000000,26.000000,70.000000,1763452513,998862008
1763452514,3648358,0.083179,-0.010076,0.003678,-0.000649,0.000394,0.000473,1763452514,3648358,0.020963,0.026575,0.249385,0.000103,0.000373,0.000751,1763452514,3648358,0.405252,0.156575,-0.178528,0.000116,0.011211,0.000880,1763452514,3648358,0.060238,0.033806,0.362806,1763452514,3648358,0.060238,0.033806,0.362806,1763452514,3648358,-0.078635,0.045452,0.357040,1763452514,3648358,0.894474,1763452514,3648358,0.173063,1763452514,3648358,50.000000,167.000000,220.000000,263.000000,135.000000,48.000000,26.000000,70.000000,1763452514,3648358
1763452514,8558747,0.095179,-0.028076,0.020678,-0.000829,0.000654,0.000873,1763452514,8558747,0.038963,0.068575,0.221385,-0.000007,0.000713,0.001211,1763452514,8558747,0.446252,0.170575,-0.118528,0.000046,0.011631,0.000660,1763452514,8558747,0.059994,0.033665,0.362881,1763452514,8558747,0.059994,0.033665,0.362881,1763452514,8558747,-0.078701,0.045490,0.357023,1763452514,8558747,0.894474,1763452514,8558747,0.173063,1763452514,8558747,50.000000,167.000000,220.000000,263.000000,135.000000,48.000000,26.000000,70.000000,1763452514,8558747
1763452514,13446759,0.120179,-0.013076,0.017678,-0.000899,0.000694,0.000743,1763452514,13446759,0.036963,0.066575,0.286385,-0.000067,0.000573,0.000671,1763452514,13446759,0.426252,0.150575,-0.138528,0.000106,0.011741,0.000600,1763452514,13446759,0.059994,0.033665,0.362881,1763452514,13446759,0.059994,0.033665,0.362881,1763452514,13446759,-0.078701,0.045490,0.357023,1763452514,13446759,0.894474,1763452514,13446759,0.173063,1763452514,13446759,52.000000,165.000000,218.000000,270.000000,137.000000,54.000000,28.000000,70.000000,1763452514,13446759
1763452514,18456794,0.080179,-0.031076,0.007678,-0.000579,0.000534,0.000833,1763452514,18456794,0.069963,0.072575,0.265385,-0.000017,0.000483,0.000691,1763452514,18456794,0.412252,0.161575,-0.111528,0.000006,0.011131,0.001020,1763452514,18456794,0.059994,0.033665,0.362881,1763452514,18456794,0.059994,0.033665,0.362881,1763452514,18456794,-0.078701,0.045490,0.357023,1763452514,18456794,0.894474,1763452514,18456794,0.173063,1763452514,18456794,52.000000,165.000000,218.000000,270.000000,137.000000,54.000000,28.000000,70.000000,1763452514,18456794
1763452514,23823139,0.090179,-0.021076,0.030678,-0.000789,0.000424,0.000773,1763452514,23823139,0.049963,0.081575,0.239385,-0.000057,0.000733,0.001241,1763452514,23823139,0.428252,0.126575,-0.146528,0.000246,0.011361,0.001100,1763452514,23823139,0.059994,0.033665,0.362881,1763452514,23823139,0.059994,0.033665,0.362881,1763452514,23823139,-0.078701,0.045490,0.357023,1763452514,23823139,0.894474,1763452514,23823139,0.173063,1763452514,23823139,52.000000,165.000000,218.000000,270.000000,137.000000,54.000000,28.000000,70.000000,1763452514,23823139
1763452514,28652416,0.106179,-0.005076,0.019678,-0.001009,0.000604,0.000463,1763452514,28652416,0.055963,0.074575,0.276385,0.000143,0.000573,0.000731,1763452514,28652416,0.439252,0.144575,-0.106528,0.000266,0.011751,0.001490,1763452514,28652416,0.059646,0.033464,0.362993,1763452514,28652416,0.059646,0.033464,0.362993,1763452514,28652416,-0.078684,0.045480,0.357022,1763452514,28652416,0.894474,1763452514,28652416,0.173063,1763452514,28652416,52.000000,165.000000,218.000000,270.000000,137.000000,54.000000,28.000000,70.000000,1763452514,28652416
1763452514,33600502,0.109179,-0.007076,0.004678,-0.000779,0.000414,0.000093,1763452514,33600502,0.073963,0.066575,0.266385,-0.000087,0.000723,0.001361,1763452514,33600502,0.435252,0.157575,-0.159528,0.000176,0.011821,0.000700,1763452514,33600502,0.059646,0.033464,0.362993,1763452514,33600502,0.059646,0.033464,0.362993,1763452514,33600502,-0.078684,0.045480,0.357022,1763452514,33600502,0.896187,1763452514,33600502,0.170129,1763452514,33600502,46.000000,154.000000,223.000000,273.000000,144.000000,57.000000,27.000000,59.000000,1763452514,33600502
1763452514,38112115,0.101179,-0.005076,0.022678,-0.000789,0.000604,0.001053,1763452514,38112115,0.061963,0.059575,0.304385,0.000113,0.000933,0.000621,1763452514,38112115,0.426252,0.138575,-0.136528,0.000326,0.011681,0.001010,1763452514,38112115,0.059646,0.033464,0.362993,1763452514,38112115,0.059646,0.033464,0.362993,1763452514,38112115,-0.078684,0.045480,0.357022,1763452514,38112115,0.896187,1763452514,38112115,0.170129,1763452514,38112115,46.000000,154.000000,223.000000,273.000000,144.000000,57.000000,27.000000,59.000000,1763452514,38112115
1763452514,43471222,0.112179,-0.034076,0.017678,-0.000799,0.000514,0.001163,1763452514,43471222,0.097963,0.037575,0.236385,0.000343,0.001193,0.001281,1763452514,43471222,0.446252,0.137575,-0.142528,0.000236,0.011711,0.001030,1763452514,43471222,0.059646,0.033464,0.362993,1763452514,43471222,0.059646,0.033464,0.362993,1763452514,43471222,-0.078684,0.045480,0.357022,1763452514,43471222,0.896187,1763452514,43471222,0.170129,1763452514,43471222,46.000000,154.000000,223.000000,273.000000,144.000000,57.000000,27.000000,59.000000,1763452514,43471222
1763452514,48045256,0.102179,-0.027076,0.010678,-0.001019,0.000564,0.001133,1763452514,48045256,0.089963,0.014575,0.233385,0.000443,0.001243,0.001161,1763452514,48045256,0.432252,0.160575,-0.131528,0.000086,0.012021,0.000910,1763452514,48045256,0.059298,0.033263,0.363106,1763452514,48045256,0.059298,0.033263,0.363106,1763452514,48045256,-0.078835,0.045568,0.356988,1763452514,48045256,0.896187,1763452514,48045256,0.170129,1763452514,48045256,46.000000,154.000000,223.000000,273.000000,144.000000,57.000000,27.000000,59.000000,1763452514,48045256
1763452514,53918110,0.099179,-0.015076,0.018678,-0.000779,0.000574,0.000733,1763452514,53918110,0.114963,0.039575,0.286385,0.000033,0.001453,0.000611,1763452514,53918110,0.420252,0.128575,-0.127528,0.000536,0.011341,0.000490,1763452514,53918110,0.059298,0.033263,0.363106,1763452514,53918110,0.059298,0.033263,0.363106,1763452514,53918110,-0.078835,0.045568,0.356988,1763452514,53918110,0.896187,1763452514,53918110,0.170129,1763452514,53918110,47.000000,159.000000,207.000000,264.000000,134.000000,57.000000,29.000000,54.000000,1763452514,53918110
1763452514,58226391,0.126179,-0.023076,0.014678,-0.000819,0.000774,0.001423,1763452514,58226391,0.105963,0.062575,0.290385,0.000203,0.001403,0.001141,1763452514,58226391,0.423252,0.146575,-0.120528,0.000176,0.011231,0.000820,1763452514,58226391,0.059298,0.033263,0.363106,1763452514,58226391,0.059298,0.033263,0.363106,1763452514,58226391,-0.078835,0.045568,0.356988,1763452514,58226391,0.896187,1763452514,58226391,0.170129,1763452514,58226391,47.000000,159.000000,207.000000,264.000000,134.000000,57.000000,29.000000,54.000000,1763452514,58226391
1763452514,64247789,0.119179,-0.002076,0.007678,-0.000929,0.000694,0.001023,1763452514,64247789,0.102963,0.043575,0.279385,0.000063,0.001433,0.000761,1763452514,64247789,0.412252,0.133575,-0.149528,0.000406,0.011301,0.000770,1763452514,64247789,0.059298,0.033263,0.363106,1763452514,64247789,0.059298,0.033263,0.363106,1763452514,64247789,-0.078835,0.045568,0.356988,1763452514,64247789,0.897245,1763452514,64247789,0.169180,1763452514,64247789,47.000000,159.000000,207.000000,264.000000,134.000000,57.000000,29.000000,54.000000,1763452514,64247789
1763452514,68933918,0.108179,-0.023076,0.018678,-0.000889,0.000584,0.000393,1763452514,68933918,0.107963,0.050575,0.255385,0.000153,0.001573,0.001181,1763452514,68933918,0.426252,0.128575,-0.140528,0.000376,0.011491,0.000280,1763452514,68933918,0.059073,0.033134,0.363181,1763452514,68933918,0.059073,0.033134,0.363181,1763452514,68933918,-0.078997,0.045661,0.356955,1763452514,68933918,0.897245,1763452514,68933918,0.169180,1763452514,68933918,47.000000,159.000000,207.000000,264.000000,134.000000,57.000000,29.000000,54.000000,1763452514,68933918
1763452514,73128971,0.094179,0.001924,0.022678,-0.000939,0.000704,0.001253,1763452514,73128971,0.120963,0.057575,0.262385,-0.000027,0.001733,0.000791,1763452514,73128971,0.451252,0.143575,-0.113528,0.000086,0.011561,0.000710,1763452514,73128971,0.059073,0.033134,0.363181,1763452514,73128971,0.059073,0.033134,0.363181,1763452514,73128971,-0.078997,0.045661,0.356955,1763452514,73128971,0.897245,1763452514,73128971,0.169180,1763452514,73128971,56.000000,162.000000,236.000000,382.000000,163.000000,65.000000,35.000000,66.000000,1763452514,73128971
1763452514,78549091,0.099179,-0.043076,0.029678,-0.000779,0.000494,0.000953,1763452514,78549091,0.099963,0.084575,0.268385,-0.000587,0.001543,0.001011,1763452514,78549091,0.404252,0.145575,-0.122528,0.000286,0.011331,0.000470,1763452514,78549091,0.059073,0.033134,0.363181,1763452514,78549091,0.059073,0.033134,0.363181,1763452514,78549091,-0.078997,0.045661,0.356955,1763452514,78549091,0.897245,1763452514,78549091,0.169180,1763452514,78549091,56.000000,162.000000,236.000000,382.000000,163.000000,65.000000,35.000000,66.000000,1763452514,78549091
1763452514,83177202,0.101179,-0.031076,-0.016322,-0.000989,0.000584,0.000423,1763452514,83177202,0.035963,0.100575,0.274385,-0.000597,0.000243,0.000681,1763452514,83177202,0.426252,0.161575,-0.128528,0.000206,0.011531,0.001660,1763452514,83177202,0.059073,0.033134,0.363181,1763452514,83177202,0.059073,0.033134,0.363181,1763452514,83177202,-0.078997,0.045661,0.356955,1763452514,83177202,0.897245,1763452514,83177202,0.169180,1763452514,83177202,56.000000,162.000000,236.000000,382.000000,163.000000,65.000000,35.000000,66.000000,1763452514,83177202
1763452514,88182429,0.110179,-0.004076,0.017678,-0.000949,0.000654,0.000913,1763452514,88182429,0.041963,0.091575,0.280385,-0.000227,0.000673,0.000371,1763452514,88182429,0.415252,0.141575,-0.123528,0.000186,0.011651,0.000570,1763452514,88182429,0.058778,0.032964,0.363291,1763452514,88182429,0.058778,0.032964,0.363291,1763452514,88182429,-0.079094,0.045717,0.356939,1763452514,88182429,0.897245,1763452514,88182429,0.169180,1763452514,88182429,56.000000,162.000000,236.000000,382.000000,163.000000,65.000000,35.000000,66.000000,1763452514,88182429
1763452514,94427106,0.128179,-0.043076,-0.023322,-0.000739,0.000584,0.000673,1763452514,94427106,0.065963,0.069575,0.265385,-0.000047,0.001113,0.000511,1763452514,94427106,0.436252,0.145575,-0.119528,0.000196,0.011531,0.000970,1763452514,94427106,0.058778,0.032964,0.363291,1763452514,94427106,0.058778,0.032964,0.363291,1763452514,94427106,-0.079094,0.045717,0.356939,1763452514,94427106,0.897245,1763452514,94427106,0.169180,1763452514,94427106,76.000000,150.000000,221.000000,407.000000,178.000000,65.000000,45.000000,124.000000,1763452514,94427106
