finger,function,intent,value_norm,value_scaled
th,logistic,0.49246231155778897,0.9004277284454888,4.389984924834715
th,logistic,0.49748743718592964,0.9055637200971943,4.414925955608861
th,logistic,0.5025125628140703,0.910461088482696,4.438708201355807
th,logistic,0.507537688442211,0.9151283344836311,4.4613729434414315
th,logistic,0.5125628140703518,0.9195739240634939,4.4829612936646575
th,logistic,0.5175879396984925,0.9238062555818001,4.5035140355308565
th,logistic,0.5226130653266332,0.927833630889871,4.523071483889301
th,logistic,0.5276381909547738,0.9316642300061224,4.541673361953125
th,logistic,0.5326633165829145,0.9353060891560798,4.55935869465884
th,logistic,0.5376884422110553,0.9387670819545915,4.5761657172847645
th,logistic,0.542713567839196,0.9420549035041809,4.592131798230589
th,logistic,0.5477386934673367,0.9451770571835497,4.607293374860662
th,logistic,0.5527638190954774,0.9481408439032865,4.621685901328343
th,logistic,0.5577889447236181,0.9509533536113222,4.635343807325407
th,logistic,0.5628140703517588,0.9536214588381106,4.648300466736622
th,logistic,0.5678391959798995,0.956151810080431,4.660588175222899
th,logistic,0.5728643216080402,0.958550832832756,4.672238135805242
th,logistic,0.577889447236181,0.9608247260859247,4.68328045157411
th,logistic,0.5829145728643216,0.9629794621241607,4.693744124703711
th,logistic,0.5879396984924623,0.9650207874629885,4.703657061006642
th,logistic,0.592964824120603,0.9669542247821563,4.713046079320415
th,logistic,0.5979899497487438,0.9687850757190931,4.721936925072832
th,logistic,0.6030150753768845,0.9705184243995697,4.730354287427332
th,logistic,0.6080402010050251,0.9721591415930038,4.73832181946168
th,logistic,0.6130653266331658,0.9737118893901657,4.7458621608835045
th,logistic,0.6180904522613065,0.9751811263108456,4.75299696283378
th,logistic,0.6231155778894473,0.9765711127582839,4.7597469143742375
th,logistic,0.628140703517588,0.9778859167458576,4.766131770296882
th,logistic,0.6331658291457286,0.9791294198295928,4.7721703799330335
th,logistic,0.6381909547738693,0.9803053231875793,4.77788071667574
th,logistic,0.6432160804020101,0.981417153794302,4.783279907963112
th,logistic,0.6482412060301508,0.9824682706442552,4.788384265500999
th,logistic,0.6532663316582915,0.9834618709850395,4.7932093155316915
th,logistic,0.6582914572864321,0.984400996525451,4.797769828981205
th,logistic,0.6633165829145728,0.9852885395888835,4.802079851340976
th,logistic,0.6683417085427136,0.9861272491867229,4.806152732161048
th,logistic,0.6733668341708543,0.9869197369903433,4.810001154050845
th,logistic,0.678391959798995,0.9876684831838208,4.813637161100689
th,logistic,0.6834170854271356,0.9883758421826444,4.817072186652604
th,logistic,0.6884422110552764,0.9890440482064956,4.820317080362431
th,logistic,0.6934673366834171,0.989675220696656,4.823382134507458
th,logistic,0.6984924623115578,0.9902713695708045,4.826277109504384
th,logistic,0.7035175879396985,0.9908344003098921,4.829011258611833
th,logistic,0.7085427135678392,0.9913661188734735,4.831593351799827
th,logistic,0.7135678391959799,0.9918682364413581,4.834031698775857
th,logistic,0.7185929648241206,0.9923423739807063,4.8363341711632755
th,logistic,0.7236180904522613,0.9927900666388116,4.838508223833212
th,logistic,0.7286432160804021,0.9932127679627414,4.840560915395688
th,logistic,0.7336683417085427,0.9936118539478135,4.842498927859534
th,logistic,0.7386934673366834,0.9939886269175591,4.844328585473983
th,logistic,0.7437185929648241,0.9943443192383793,4.84605587276752
th,logistic,0.7487437185929648,0.9946800968725663,4.847686451801804
th,logistic,0.7537688442211056,0.9949970627737317,4.849225678660301
th,logistic,0.7587939698492463,0.995296260128978,4.850678619192684
th,logistic,0.7638190954773869,0.9955786754523755,4.852050064037149
th,logistic,0.7688442211055276,0.9958452415344772,4.853344542943639
th,logistic,0.7738693467336684,0.9960968402527097,4.854566338421459
th,logistic,0.7788944723618091,0.9963343052475616,4.855719498735186
th,logistic,0.7839195979899498,0.9965584244695092,4.8568078502728715
th,logistic,0.7889447236180904,0.9967699426016239,4.8578350093105245
th,logistic,0.7939698492462312,0.9969695633627768,4.858804393196774
th,logistic,0.7989949748743719,0.9971579516962958,4.859719230981261
th,logistic,0.8040201005025126,0.9973357358488609,4.8605825735100225
th,logistic,0.8090452261306533,0.9975035093443317,4.8613973030106505
th,logistic,0.8140703517587939,0.9976618328570964,4.862166142189511
th,logistic,0.8190954773869347,0.9978112359894155,4.862891662862755
th,logistic,0.8241206030150754,0.9979522189571127,4.863576294142248
th,logistic,0.8291457286432161,0.9980852541878295,4.864222330196892
th,logistic,0.8341708542713568,0.9982107878359306,4.8648319376092095
th,logistic,0.8391959798994975,0.9983292412180073,4.865407162346324
th,logistic,0.8442211055276382,0.9984410121727783,4.8659499363638155
th,logistic,0.8492462311557789,0.9985464763490631,4.866462083860282
th,logistic,0.8542713567839196,0.9986459884253401,4.866945327199667
th,logistic,0.8592964824120604,0.9987398832642789,4.86740129251782
th,logistic,0.864321608040201,0.9988284770054895,4.867831515029026
th,logistic,0.8693467336683417,0.9989120680995969,4.868237444047599
th,logistic,0.8743718592964824,0.9989909382866122,4.868620447738982
th,logistic,0.8793969849246231,0.9990653535214504,4.868981817614174
th,logistic,0.8844221105527639,0.9991355648493006,4.869322772780645
th,logistic,0.8894472361809045,0.9992018092334533,4.869644463962371
th,logistic,0.8944723618090452,0.9992643103380451,4.869947977300934
th,logistic,0.8994974874371859,0.999323279268088,4.870234337949209
th,logistic,0.9045226130653267,0.9993789152690166,4.870504513468449
th,logistic,0.9095477386934674,0.9994314063878992,4.87075941703921
th,logistic,0.914572864321608,0.999480930098338,4.87099991049595
th,logistic,0.9195979899497487,0.999527653890995,4.8712268071946925
th,logistic,0.9246231155778895,0.999571735831575,4.871440874722669
th,logistic,0.9296482412060302,0.9996133250880163,4.871642837458421
th,logistic,0.9346733668341709,0.9996525624285392,4.871833378990386
th,logistic,0.9396984924623115,0.9996895806921289,4.872013144401627
th,logistic,0.9447236180904522,0.999724505232941,4.872182742427916
th,logistic,0.949748743718593,0.9997574543400471,4.872342747496079
th,logistic,0.9547738693467337,0.9997885396338596,4.87249370164908
th,logistic,0.9597989949748744,0.9998178664405075,4.872636116364039
th,logistic,0.964824120603015,0.99984553414537,4.87277047426904
th,logistic,0.9698492462311558,0.9998716365269057,4.872897230764242
th,logistic,0.9748743718592965,0.9998962620718617,4.873016815552581
th,logistic,0.9798994974874372,0.9999194942728842,4.873129634084998
th,logistic,0.9849246231155779,0.9999414119095001,4.873236068924929
th,logistic,0.9899497487437187,0.9999620893133871,4.873336481036484
th,logistic,0.9949748743718593,0.999981596618799,4.873431211000548
th,logistic,1.0,0.9999999999989689,4.8735205801627846
th,piecewise,0.0,0.003590544388170735,0.03482912945024253
th,piecewise,0.005025125628140704,0.008056129950657907,0.05651458271642676
th,piecewise,0.010050251256281407,0.012521715513145078,0.078200035982611
th,piecewise,0.01507537688442211,0.01698730107563225,0.09988548924879521
th,piecewise,0.020100502512562814,0.021452886638119423,0.12157094251497945
th,piecewise,0.02512562814070352,0.025918472200606595,0.14325639578116367
th,piecewise,0.03015075376884422,0.030384057763093764,0.16494184904734788
th,piecewise,0.035175879396984924,0.03484964332558093,0.18662730231353208
th,piecewise,0.04020100502512563,0.039315228888068106,0.20831275557971635
th,piecewise,0.04522613065326633,0.043780814450555275,0.22999820884590055
th,piecewise,0.05025125628140704,0.04824640001304245,0.2516836621120848
th,piecewise,0.05527638190954774,0.05271198557552962,0.273369115378269
th,piecewise,0.06030150753768844,0.05717757113801679,0.29505456864445323
th,piecewise,0.06532663316582915,0.061643156700503965,0.3167400219106375
th,piecewise,0.07035175879396985,0.06610874226299113,0.3384254751768217
th,piecewise,0.07537688442211056,0.0705743278254783,0.3601109284430059
th,piecewise,0.08040201005025126,0.07503991338796548,0.38179638170919017
th,piecewise,0.08542713567839195,0.07950549895045264,0.4034818349753744
th,piecewise,0.09045226130653267,0.08397108451293982,0.42516728824155864
th,piecewise,0.09547738693467336,0.08843667007542698,0.4468527415077428
th,piecewise,0.10050251256281408,0.09290225563791417,0.4685381947739271
th,piecewise,0.10552763819095477,0.09736784120040133,0.4902236480401113
th,piecewise,0.11055276381909548,0.10183342676288851,0.5119091013062955
th,piecewise,0.11557788944723618,0.10629901232537567,0.5335945545724796
th,piecewise,0.12060301507537688,0.11076459788786285,0.5552800078386639
th,piecewise,0.12562814070351758,0.11523018345035001,0.5769654611048481
th,piecewise,0.1306532663316583,0.13217740284290563,0.6592633208113694
th,piecewise,0.135678391959799,0.14928087123089356,0.7423199455758931
th,piecewise,0.1407035175879397,0.16638433961888152,0.8253765703404169
th,piecewise,0.1457286432160804,0.18348780800686948,0.9084331951049408
th,piecewise,0.15075376884422112,0.20059127639485752,0.991489819869465
th,piecewise,0.15577889447236182,0.21769474478284548,1.0745464446339887
th,piecewise,0.16080402010050251,0.23479821317083344,1.1576030693985127
th,piecewise,0.1658291457286432,0.25190168155882137,1.2406596941630363
th,piecewise,0.1708542713567839,0.26900514994680935,1.3237163189275605
th,piecewise,0.17587939698492464,0.2861086183347974,1.4067729436920846
th,piecewise,0.18090452261306533,0.3032120867227853,1.4898295684566083
th,piecewise,0.18592964824120603,0.3203155551107733,1.5728861932211322
th,piecewise,0.19095477386934673,0.33741902349876124,1.655942817985656
th,piecewise,0.19597989949748745,0.3545224918867493,1.7389994427501803
th,piecewise,0.20100502512562815,0.3716259602747372,1.822056067514704
th,piecewise,0.20603015075376885,0.3887294286627252,1.9051126922792279
th,piecewise,0.21105527638190955,0.4058328970507131,1.9881693170437515
th,piecewise,0.21608040201005024,0.42293636543870106,2.0712259418082755
th,piecewise,0.22110552763819097,0.4400398338266891,2.1542825665727996
th,piecewise,0.22613065326633167,0.4571433022146771,2.2373391913373237
th,piecewise,0.23115577889447236,0.474246770602665,2.3203958161018474
th,piecewise,0.23618090452261306,0.491350238990653,2.403452440866371
th,piecewise,0.24120603015075376,0.5084537073786409,2.486509065630895
th,piecewise,0.24623115577889448,0.525557175766629,2.5695656903954194
th,piecewise,0.25125628140703515,0.5426606441546169,2.652622315159943
th,piecewise,0.2562814070351759,0.5584226176139445,2.7291644693863444
th,piecewise,0.2613065326633166,0.5703700459285631,2.787182705683097
th,piecewise,0.2663316582914573,0.5823174742431816,2.845200941979849
th,piecewise,0.271356783919598,0.5942649025578003,2.9032191782766024
th,piecewise,0.2763819095477387,0.6062123308724189,2.961237414573355
th,piecewise,0.2814070351758794,0.6181597591870374,3.019255650870107
th,piecewise,0.2864321608040201,0.630107187501656,3.0772738871668595
th,piecewise,0.2914572864321608,0.6420546158162744,3.1352921234636115
th,piecewise,0.2964824120603015,0.654002044130893,3.1933103597603645
th,piecewise,0.30150753768844224,0.6659494724455117,3.2513285960571174
th,piecewise,0.3065326633165829,0.6778969007601302,3.3093468323538695
th,piecewise,0.31155778894472363,0.6898443290747488,3.367365068650622
th,piecewise,0.3165829145728643,0.7017917573893673,3.425383304947374
th,piecewise,0.32160804020100503,0.7137391857039859,3.4834015412441266
th,piecewise,0.32663316582914576,0.7256866140186045,3.5414197775408796
th,piecewise,0.3316582914572864,0.737634042333223,3.599438013837632
th,piecewise,0.33668341708542715,0.7495814706478416,3.6574562501343846
th,piecewise,0.3417085427135678,0.7558814344022307,3.688049677953147
th,piecewise,0.34673366834170855,0.7588863992537175,3.7026421706826222
th,piecewise,0.35175879396984927,0.7618913641052044,3.7172346634120976
th,piecewise,0.35678391959798994,0.7648963289566912,3.731827156141573
th,piecewise,0.36180904522613067,0.7679012938081781,3.7464196488710484
th,piecewise,0.36683417085427134,0.7709062586596649,3.7610121416005238
th,piecewise,0.37185929648241206,0.7739112235111517,3.7756046343299987
th,piecewise,0.3768844221105528,0.7769161883626386,3.7901971270594745
th,piecewise,0.38190954773869346,0.7799211532141255,3.80478961978895
th,piecewise,0.3869346733668342,0.7829261180656123,3.8193821125184253
th,piecewise,0.3919597989949749,0.7859310829170991,3.8339746052479007
th,piecewise,0.3969849246231156,0.788936047768586,3.8485670979773756
th,piecewise,0.4020100502512563,0.7919410126200729,3.8631595907068514
th,piecewise,0.40703517587939697,0.7949459774715597,3.877752083436327
th,piecewise,0.4120603015075377,0.7979509423230465,3.892344576165802
th,piecewise,0.4170854271356784,0.8009559071745334,3.906937068895277
th,piecewise,0.4221105527638191,0.8039608720260202,3.9215295616247525
th,piecewise,0.4271356783919598,0.806965836877507,3.936122054354228
th,piecewise,0.4321608040201005,0.8099708017289939,3.9507145470837037
th,piecewise,0.4371859296482412,0.812647661067023,3.9637137175760606
th,piecewise,0.44221105527638194,0.813561056610535,3.9681492828776777
th,piecewise,0.4472361809045226,0.814474452154047,3.9725848481792947
th,piecewise,0.45226130653266333,0.8153878476975589,3.9770204134809113
th,piecewise,0.457286432160804,0.8163012432410709,3.9814559787825283
th,piecewise,0.4623115577889447,0.8172146387845829,3.9858915440841454
th,piecewise,0.46733668341708545,0.8181280343280949,3.990327109385763
th,piecewise,0.4723618090452261,0.8190414298716069,3.99476267468738
th,piecewise,0.47738693467336685,0.8199548254151189,3.999198239988997
th,piecewise,0.4824120603015075,0.8208682209586308,4.0036338052906135
th,piecewise,0.48743718592964824,0.8217816165021428,4.008069370592231
th,piecewise,0.49246231155778897,0.8226950120456548,4.012504935893848
th,piecewise,0.49748743718592964,0.8236084075891668,4.016940501195465
th,piecewise,0.5025125628140703,0.8245218031326788,4.021376066497083
th,piecewise,0.507537688442211,0.8254351986761906,4.025811631798699
th,piecewise,0.5125628140703518,0.8263485942197026,4.030247197100316
th,piecewise,0.5175879396984925,0.8272619897632146,4.034682762401933
th,piecewise,0.5226130653266332,0.8281753853067266,4.03911832770355
th,piecewise,0.5276381909547738,0.8290887808502386,4.043553893005167
th,piecewise,0.5326633165829145,0.8300021763937506,4.047989458306784
th,piecewise,0.5376884422110553,0.8309155719372625,4.052425023608401
th,piecewise,0.542713567839196,0.8318289674807745,4.056860588910018
th,piecewise,0.5477386934673367,0.8327423630242865,4.061296154211635
th,piecewise,0.5527638190954774,0.8336557585677985,4.065731719513252
th,piecewise,0.5577889447236181,0.8345691541113105,4.070167284814869
th,piecewise,0.5628140703517588,0.8354825496548224,4.074602850116485
th,piecewise,0.5678391959798995,0.8363959451983344,4.079038415418103
th,piecewise,0.5728643216080402,0.8373093407418464,4.08347398071972
th,piecewise,0.577889447236181,0.8382227362853584,4.087909546021337
th,piecewise,0.5829145728643216,0.8391361318288704,4.092345111322954
th,piecewise,0.5879396984924623,0.8400495273723824,4.096780676624571
th,piecewise,0.592964824120603,0.8409629229158943,4.1012162419261875
th,piecewise,0.5979899497487438,0.8418763184594062,4.1056518072278045
th,piecewise,0.6030150753768845,0.8427897140029182,4.110087372529422
th,piecewise,0.6080402010050251,0.8437031095464302,4.114522937831039
th,piecewise,0.6130653266331658,0.8446165050899422,4.118958503132656
th,piecewise,0.6180904522613065,0.8455299006334542,4.123394068434274
th,piecewise,0.6231155778894473,0.8464432961769661,4.12782963373589
th,piecewise,0.628140703517588,0.8473566917204781,4.132265199037507
th,piecewise,0.6331658291457286,0.8482700872639901,4.136700764339124
th,piecewise,0.6381909547738693,0.8491834828075021,4.141136329640741
th,piecewise,0.6432160804020101,0.8500968783510141,4.145571894942358
th,piecewise,0.6482412060301508,0.851010273894526,4.150007460243975
th,piecewise,0.6532663316582915,0.851923669438038,4.154443025545592
th,piecewise,0.6582914572864321,0.85283706498155,4.158878590847209
th,piecewise,0.6633165829145728,0.853750460525062,4.163314156148826
th,piecewise,0.6683417085427136,0.854663856068574,4.167749721450443
th,piecewise,0.6733668341708543,0.855577251612086,4.17218528675206
th,piecewise,0.678391959798995,0.8564906471555979,4.176620852053676
th,piecewise,0.6834170854271356,0.8574040426991099,4.181056417355294
th,piecewise,0.6884422110552764,0.8583174382426219,4.185491982656911
th,piecewise,0.6934673366834171,0.8592308337861339,4.189927547958528
th,piecewise,0.6984924623115578,0.8601442293296458,4.194363113260145
th,piecewise,0.7035175879396985,0.8610576248731578,4.198798678561762
th,piecewise,0.7085427135678392,0.8619710204166697,4.2032342438633785
th,piecewise,0.7135678391959799,0.8628844159601817,4.2076698091649956
th,piecewise,0.7185929648241206,0.8637978115036937,4.212105374466613
th,piecewise,0.7236180904522613,0.8647112070472057,4.21654093976823
th,piecewise,0.7286432160804021,0.8656246025907177,4.220976505069847
th,piecewise,0.7336683417085427,0.8665379981342296,4.225412070371464
th,piecewise,0.7386934673366834,0.8674513936777416,4.229847635673081
th,piecewise,0.7437185929648241,0.8683647892212536,4.234283200974698
th,piecewise,0.7487437185929648,0.8692781847647656,4.238718766276315
th,piecewise,0.7537688442211056,0.8701915803082776,4.243154331577932
th,piecewise,0.7587939698492463,0.8711049758517896,4.247589896879549
th,piecewise,0.7638190954773869,0.8720183713953015,4.252025462181166
th,piecewise,0.7688442211055276,0.8729317669388135,4.256461027482783
th,piecewise,0.7738693467336684,0.8738451624823255,4.2608965927844
th,piecewise,0.7788944723618091,0.8747585580258375,4.265332158086017
th,piecewise,0.7839195979899498,0.8756719535693495,4.269767723387634
th,piecewise,0.7889447236180904,0.8765853491128613,4.27420328868925
th,piecewise,0.7939698492462312,0.8774987446563733,4.278638853990867
th,piecewise,0.7989949748743719,0.8784121401998853,4.283074419292484
th,piecewise,0.8040201005025126,0.8793255357433973,4.287509984594102
th,piecewise,0.8090452261306533,0.8802389312869093,4.291945549895719
th,piecewise,0.8140703517587939,0.8811523268304213,4.296381115197336
th,piecewise,0.8190954773869347,0.8820657223739332,4.3008166804989525
th,piecewise,0.8241206030150754,0.8829791179174452,4.3052522458005695
th,piecewise,0.8291457286432161,0.8838925134609572,4.309687811102187
th,piecewise,0.8341708542713568,0.8848059090044692,4.314123376403804
th,piecewise,0.8391959798994975,0.8857193045479812,4.318558941705421
th,piecewise,0.8442211055276382,0.8866327000914931,4.322994507007038
th,piecewise,0.8492462311557789,0.8875460956350051,4.327430072308655
th,piecewise,0.8542713567839196,0.8884594911785171,4.331865637610272
th,piecewise,0.8592964824120604,0.8893728867220291,4.336301202911889
th,piecewise,0.864321608040201,0.8902862822655411,4.340736768213506
th,piecewise,0.8693467336683417,0.891199677809053,4.345172333515122
th,piecewise,0.8743718592964824,0.892113073352565,4.34960789881674
th,piecewise,0.8793969849246231,0.893026468896077,4.354043464118357
th,piecewise,0.8844221105527639,0.893939864439589,4.358479029419974
th,piecewise,0.8894472361809045,0.894853259983101,4.362914594721591
th,piecewise,0.8944723618090452,0.8957666555266129,4.367350160023208
th,piecewise,0.8994974874371859,0.8966800510701249,4.371785725324825
th,piecewise,0.9045226130653267,0.8975934466136368,4.376221290626441
th,piecewise,0.9095477386934674,0.8985068421571488,4.380656855928058
th,piecewise,0.914572864321608,0.8994202377006608,4.385092421229675
th,piecewise,0.9195979899497487,0.9003336332441728,4.389527986531292
th,piecewise,0.9246231155778895,0.9012470287876848,4.39396355183291
th,piecewise,0.9296482412060302,0.9021604243311967,4.3983991171345265
th,piecewise,0.9346733668341709,0.9030738198747087,4.4028346824361435
th,piecewise,0.9396984924623115,0.9039872154182207,4.4072702477377605
th,piecewise,0.9447236180904522,0.9049006109617327,4.411705813039378
th,piecewise,0.949748743718593,0.9058140065052447,4.416141378340995
th,piecewise,0.9547738693467337,0.9067274020487566,4.420576943642612
th,piecewise,0.9597989949748744,0.9076407975922687,4.425012508944229
th,piecewise,0.964824120603015,0.9085541931357806,4.429448074245846
th,piecewise,0.9698492462311558,0.9094675886792926,4.433883639547463
th,piecewise,0.9748743718592965,0.9103809842228046,4.43831920484908
th,piecewise,0.9798994974874372,0.9112943797663164,4.442754770150696
th,piecewise,0.9849246231155779,0.9122077753098286,4.447190335452314
th,piecewise,0.9899497487437187,0.9131211708533404,4.451625900753931
th,piecewise,0.9949748743718593,0.9140345663968524,4.456061466055548
th,piecewise,1.0,0.9149479619403644,4.460497031357165
if,linear,0.0,0.0,0.01744115320850872
if,linear,0.005025125628140704,0.005025125628140704,0.041403300342173446
if,linear,0.010050251256281407,0.010050251256281407,0.06536544747583818
if,linear,0.01507537688442211,0.01507537688442211,0.0893275946095029
if,linear,0.020100502512562814,0.020100502512562814,0.11328974174316764
if,linear,0.02512562814070352,0.02512562814070352,0.13725188887683237
if,linear,0.03015075376884422,0.03015075376884422,0.16121403601049708
if,linear,0.035175879396984924,0.035175879396984924,0.18517618314416182
if,linear,0.04020100502512563,0.04020100502512563,0.20913833027782655
if,linear,0.04522613065326633,0.04522613065326633,0.23310047741149129
if,linear,0.05025125628140704,0.05025125628140704,0.257062624545156
if,linear,0.05527638190954774,0.05527638190954774,0.28102477167882073
if,linear,0.06030150753768844,0.06030150753768844,0.3049869188124854
if,linear,0.06532663316582915,0.06532663316582915,0.3289490659461502
if,linear,0.07035175879396985,0.07035175879396985,0.3529112130798149
if,linear,0.07537688442211056,0.07537688442211056,0.37687336021347967
if,linear,0.08040201005025126,0.08040201005025126,0.40083550734714435
if,linear,0.08542713567839195,0.08542713567839195,0.42479765448080903
if,linear,0.09045226130653267,0.09045226130653267,0.4487598016144738
if,linear,0.09547738693467336,0.09547738693467336,0.4727219487481385
if,linear,0.10050251256281408,0.10050251256281408,0.4966840958818033
if,linear,0.10552763819095477,0.10552763819095477,0.520646243015468
if,linear,0.11055276381909548,0.11055276381909548,0.5446083901491328
if,linear,0.11557788944723618,0.11557788944723618,0.5685705372827975
if,linear,0.12060301507537688,0.12060301507537688,0.5925326844164621
if,linear,0.12562814070351758,0.12562814070351758,0.6164948315501269
if,linear,0.1306532663316583,0.1306532663316583,0.6404569786837917
if,linear,0.135678391959799,0.135678391959799,0.6644191258174563
if,linear,0.1407035175879397,0.1407035175879397,0.6883812729511211
if,linear,0.1457286432160804,0.1457286432160804,0.7123434200847858
if,linear,0.15075376884422112,0.15075376884422112,0.7363055672184506
if,linear,0.15577889447236182,0.15577889447236182,0.7602677143521153
if,linear,0.16080402010050251,0.16080402010050251,0.78422986148578
if,linear,0.1658291457286432,0.1658291457286432,0.8081920086194447
if,linear,0.1708542713567839,0.1708542713567839,0.8321541557531094
if,linear,0.17587939698492464,0.17587939698492464,0.8561163028867742
if,linear,0.18090452261306533,0.18090452261306533,0.8800784500204389
if,linear,0.18592964824120603,0.18592964824120603,0.9040405971541037
if,linear,0.19095477386934673,0.19095477386934673,0.9280027442877683
if,linear,0.19597989949748745,0.19597989949748745,0.9519648914214331
if,linear,0.20100502512562815,0.20100502512562815,0.9759270385550979
if,linear,0.20603015075376885,0.20603015075376885,0.9998891856887625
if,linear,0.21105527638190955,0.21105527638190955,1.0238513328224275
if,linear,0.21608040201005024,0.21608040201005024,1.047813479956092
if,linear,0.22110552763819097,0.22110552763819097,1.071775627089757
if,linear,0.22613065326633167,0.22613065326633167,1.0957377742234216
if,linear,0.23115577889447236,0.23115577889447236,1.1196999213570864
if,linear,0.23618090452261306,0.23618090452261306,1.143662068490751
if,linear,0.24120603015075376,0.24120603015075376,1.1676242156244157
if,linear,0.24623115577889448,0.24623115577889448,1.1915863627580805
if,linear,0.25125628140703515,0.25125628140703515,1.2155485098917451
if,linear,0.2562814070351759,0.2562814070351759,1.23951065702541
if,linear,0.2613065326633166,0.2613065326633166,1.2634728041590748
if,linear,0.2663316582914573,0.2663316582914573,1.2874349512927392
if,linear,0.271356783919598,0.271356783919598,1.311397098426404
if,linear,0.2763819095477387,0.2763819095477387,1.335359245560069
if,linear,0.2814070351758794,0.2814070351758794,1.3593213926937335
if,linear,0.2864321608040201,0.2864321608040201,1.3832835398273984
if,linear,0.2914572864321608,0.2914572864321608,1.407245686961063
if,linear,0.2964824120603015,0.2964824120603015,1.4312078340947278
if,linear,0.30150753768844224,0.30150753768844224,1.4551699812283927
if,linear,0.3065326633165829,0.3065326633165829,1.479132128362057
if,linear,0.31155778894472363,0.31155778894472363,1.503094275495722
if,linear,0.3165829145728643,0.3165829145728643,1.5270564226293866
if,linear,0.32160804020100503,0.32160804020100503,1.5510185697630514
if,linear,0.32663316582914576,0.32663316582914576,1.5749807168967163
if,linear,0.3316582914572864,0.3316582914572864,1.5989428640303809
if,linear,0.33668341708542715,0.33668341708542715,1.6229050111640457
if,linear,0.3417085427135678,0.3417085427135678,1.6468671582977101
if,linear,0.34673366834170855,0.34673366834170855,1.670829305431375
if,linear,0.35175879396984927,0.35175879396984927,1.6947914525650398
if,linear,0.35678391959798994,0.35678391959798994,1.7187535996987044
if,linear,0.36180904522613067,0.36180904522613067,1.7427157468323693
if,linear,0.36683417085427134,0.36683417085427134,1.766677893966034
if,linear,0.37185929648241206,0.37185929648241206,1.7906400410996988
if,linear,0.3768844221105528,0.3768844221105528,1.8146021882333636
if,linear,0.38190954773869346,0.38190954773869346,1.838564335367028
if,linear,0.3869346733668342,0.3869346733668342,1.8625264825006929
if,linear,0.3919597989949749,0.3919597989949749,1.8864886296343577
if,linear,0.3969849246231156,0.3969849246231156,1.9104507767680223
if,linear,0.4020100502512563,0.4020100502512563,1.9344129239016872
if,linear,0.40703517587939697,0.40703517587939697,1.9583750710353518
if,linear,0.4120603015075377,0.4120603015075377,1.9823372181690164
if,linear,0.4170854271356784,0.4170854271356784,2.0062993653026813
if,linear,0.4221105527638191,0.4221105527638191,2.030261512436346
if,linear,0.4271356783919598,0.4271356783919598,2.054223659570011
if,linear,0.4321608040201005,0.4321608040201005,2.0781858067036754
if,linear,0.4371859296482412,0.4371859296482412,2.10214795383734
if,linear,0.44221105527638194,0.44221105527638194,2.126110100971005
if,linear,0.4472361809045226,0.4472361809045226,2.1500722481046695
if,linear,0.45226130653266333,0.45226130653266333,2.1740343952383343
if,linear,0.457286432160804,0.457286432160804,2.197996542371999
if,linear,0.4623115577889447,0.4623115577889447,2.221958689505664
if,linear,0.46733668341708545,0.46733668341708545,2.245920836639329
if,linear,0.4723618090452261,0.4723618090452261,2.2698829837729932
if,linear,0.47738693467336685,0.47738693467336685,2.293845130906658
if,linear,0.4824120603015075,0.4824120603015075,2.3178072780403225
if,linear,0.48743718592964824,0.48743718592964824,2.3417694251739873
if,linear,0.49246231155778897,0.49246231155778897,2.365731572307652
if,linear,0.49748743718592964,0.49748743718592964,2.389693719441317
if,linear,0.5025125628140703,0.5025125628140703,2.4136558665749814
if,linear,0.507537688442211,0.507537688442211,2.4376180137086463
if,linear,0.5125628140703518,0.5125628140703518,2.461580160842311
if,linear,0.5175879396984925,0.5175879396984925,2.485542307975976
if,linear,0.5226130653266332,0.5226130653266332,2.509504455109641
if,linear,0.5276381909547738,0.5276381909547738,2.533466602243305
if,linear,0.5326633165829145,0.5326633165829145,2.5574287493769696
if,linear,0.5376884422110553,0.5376884422110553,2.5813908965106345
if,linear,0.542713567839196,0.542713567839196,2.6053530436442993
if,linear,0.5477386934673367,0.5477386934673367,2.629315190777964
if,linear,0.5527638190954774,0.5527638190954774,2.653277337911629
if,linear,0.5577889447236181,0.5577889447236181,2.6772394850452934
if,linear,0.5628140703517588,0.5628140703517588,2.7012016321789583
if,linear,0.5678391959798995,0.5678391959798995,2.725163779312623
if,linear,0.5728643216080402,0.5728643216080402,2.749125926446288
if,linear,0.577889447236181,0.577889447236181,2.773088073579953
if,linear,0.5829145728643216,0.5829145728643216,2.797050220713617
if,linear,0.5879396984924623,0.5879396984924623,2.821012367847282
if,linear,0.592964824120603,0.592964824120603,2.844974514980947
if,linear,0.5979899497487438,0.5979899497487438,2.8689366621146117
if,linear,0.6030150753768845,0.6030150753768845,2.8928988092482766
if,linear,0.6080402010050251,0.6080402010050251,2.9168609563819405
if,linear,0.6130653266331658,0.6130653266331658,2.9408231035156054
if,linear,0.6180904522613065,0.6180904522613065,2.9647852506492702
if,linear,0.6231155778894473,0.6231155778894473,2.988747397782935
if,linear,0.628140703517588,0.628140703517588,3.0127095449166
if,linear,0.6331658291457286,0.6331658291457286,3.0366716920502643
if,linear,0.6381909547738693,0.6381909547738693,3.060633839183929
if,linear,0.6432160804020101,0.6432160804020101,3.084595986317594
if,linear,0.6482412060301508,0.6482412060301508,3.108558133451259
