t_sec,t_nanosec,s1_fx,s1_fy,s1_fz,s1_tx,s1_ty,s1_tz,s1_stamp_sec,s1_stamp_nsec,s2_fx,s2_fy,s2_fz,s2_tx,s2_ty,s2_tz,s2_stamp_sec,s2_stamp_nsec,s3_fx,s3_fy,s3_fz,s3_tx,s3_ty,s3_tz,s3_stamp_sec,s3_stamp_nsec,ee_if_px,ee_if_py,ee_if_pz,ee_if_stamp_sec,ee_if_stamp_nsec,ee_mf_px,ee_mf_py,ee_mf_pz,ee_mf_stamp_sec,ee_mf_stamp_nsec,ee_th_px,ee_th_py,ee_th_pz,ee_th_stamp_sec,ee_th_stamp_nsec,deform_ecc,deform_ecc_stamp_sec,deform_ecc_stamp_nsec,emg_ch1,emg_ch2,emg_ch3,emg_ch4,emg_ch5,emg_ch6,emg_ch7,emg_ch8,emg_stamp_sec,emg_stamp_nsec
1763745959,201910224,-0.006724,-0.017591,-0.022213,-0.000057,0.000042,-0.000064,1763745959,201910224,-0.003402,0.038568,-0.002807,-0.000160,-0.000090,0.000197,1763745959,201910224,-0.004571,-0.019422,-0.028977,0.000201,-0.000111,-0.000181,1763745959,201910224,0.000177,-0.094245,0.358153,1763745959,201910224,0.074593,0.042085,0.359248,1763745959,201910224,-0.094505,0.054636,0.352597,1763745959,201910224,0.123099,1763745959,201910224,20.000000,22.000000,62.000000,31.000000,21.000000,22.000000,23.000000,28.000000,1763745959,201910224
1763745959,206876176,-0.004724,-0.001591,0.013787,-0.000007,-0.000068,-0.000384,1763745959,206876176,-0.020402,-0.003432,-0.037807,-0.000140,-0.000060,0.000667,1763745959,206876176,-0.004571,-0.031422,-0.011977,0.000161,-0.000041,-0.000171,1763745959,206876176,0.000177,-0.094245,0.358153,1763745959,206876176,0.074593,0.042085,0.359248,1763745959,206876176,-0.094505,0.054636,0.352597,1763745959,206876176,0.123099,1763745959,206876176,20.000000,22.000000,62.000000,31.000000,21.000000,22.000000,23.000000,28.000000,1763745959,206876176
1763745959,211702942,0.009276,0.001409,-0.039213,0.000003,0.000022,0.000126,1763745959,211702942,-0.003402,0.000568,-0.006807,0.000020,-0.000100,0.000117,1763745959,211702942,-0.008571,0.026578,-0.017977,-0.000089,0.000019,-0.000381,1763745959,211702942,0.000177,-0.094245,0.358153,1763745959,211702942,0.074593,0.042085,0.359248,1763745959,211702942,-0.094505,0.054636,0.352597,1763745959,211702942,0.123099,1763745959,211702942,20.000000,22.000000,62.000000,31.000000,21.000000,22.000000,23.000000,28.000000,1763745959,211702942
1763745959,216441861,0.006276,-0.000591,0.024787,0.000033,0.000092,-0.000094,1763745959,216441861,-0.001402,0.002568,0.046193,0.000130,-0.000050,0.000487,1763745959,216441861,-0.003571,-0.005422,-0.009977,0.000031,0.000079,0.000419,1763745959,216441861,0.000177,-0.094267,0.358112,1763745959,216441861,0.074660,0.042124,0.359219,1763745959,216441861,-0.094597,0.054689,0.352571,1763745959,216441861,0.126312,1763745959,216441861,20.000000,22.000000,62.000000,31.000000,21.000000,22.000000,23.000000,28.000000,1763745959,216441861
1763745959,221389357,-0.001724,-0.006591,-0.018213,0.000043,0.000102,-0.000114,1763745959,221389357,0.001598,0.026568,-0.024807,-0.000010,-0.000130,-0.000213,1763745959,221389357,-0.008571,-0.019422,-0.038977,-0.000049,0.000069,-0.000031,1763745959,221389357,0.000177,-0.094267,0.358112,1763745959,221389357,0.074660,0.042124,0.359219,1763745959,221389357,-0.094597,0.054689,0.352571,1763745959,221389357,0.126312,1763745959,221389357,20.000000,19.000000,58.000000,29.000000,23.000000,23.000000,24.000000,25.000000,1763745959,221389357
1763745959,226366699,-0.011724,-0.007591,-0.002213,0.000093,-0.000038,-0.000004,1763745959,226366699,0.010598,-0.005432,-0.009807,0.000010,0.000000,0.000517,1763745959,226366699,0.015429,-0.011422,0.020023,-0.000129,0.000089,0.000089,1763745959,226366699,0.000177,-0.094267,0.358112,1763745959,226366699,0.074660,0.042124,0.359219,1763745959,226366699,-0.094597,0.054689,0.352571,1763745959,226366699,0.126312,1763745959,226366699,20.000000,19.000000,58.000000,29.000000,23.000000,23.000000,24.000000,25.000000,1763745959,226366699
1763745959,231506932,0.013276,0.007409,-0.011213,0.000043,0.000022,-0.000324,1763745959,231506932,-0.005402,-0.001432,0.021193,-0.000020,0.000010,0.000257,1763745959,231506932,-0.001571,-0.011422,0.006023,-0.000039,-0.000021,-0.000071,1763745959,231506932,0.000177,-0.094267,0.358112,1763745959,231506932,0.074660,0.042124,0.359219,1763745959,231506932,-0.094597,0.054689,0.352571,1763745959,231506932,0.126312,1763745959,231506932,20.000000,19.000000,58.000000,29.000000,23.000000,23.000000,24.000000,25.000000,1763745959,231506932
1763745959,236405770,-0.004724,-0.008591,-0.010213,-0.000067,-0.000048,0.000106,1763745959,236405770,-0.004402,-0.012432,-0.006807,0.000050,-0.000040,0.000197,1763745959,236405770,-0.015571,-0.005422,0.011023,-0.000119,-0.000091,-0.000041,1763745959,236405770,0.000177,-0.094267,0.358112,1763745959,236405770,0.074660,0.042124,0.359219,1763745959,236405770,-0.094597,0.054689,0.352571,1763745959,236405770,0.126312,1763745959,236405770,20.000000,19.000000,58.000000,29.000000,23.000000,23.000000,24.000000,25.000000,1763745959,236405770
1763745959,241955044,0.004276,0.005409,0.006787,-0.000037,-0.000008,-0.000344,1763745959,241955044,0.006598,0.006568,0.012193,0.000060,0.000030,-0.000163,1763745959,241955044,-0.000571,0.010578,-0.011977,0.000001,-0.000061,-0.000121,1763745959,241955044,0.000177,-0.094267,0.358112,1763745959,241955044,0.074660,0.042124,0.359219,1763745959,241955044,-0.094597,0.054689,0.352571,1763745959,241955044,0.126312,1763745959,241955044,20.000000,19.000000,58.000000,29.000000,23.000000,23.000000,24.000000,25.000000,1763745959,241955044
1763745959,246244757,0.008276,0.000409,0.003787,-0.000077,0.000142,-0.000014,1763745959,246244757,0.026598,0.001568,-0.013807,-0.000050,-0.000040,0.000087,1763745959,246244757,0.002429,-0.018422,-0.003977,0.000021,0.000079,0.000179,1763745959,246244757,0.000177,-0.094267,0.358112,1763745959,246244757,0.074660,0.042124,0.359219,1763745959,246244757,-0.094597,0.054689,0.352571,1763745959,246244757,0.126312,1763745959,246244757,20.000000,19.000000,58.000000,29.000000,23.000000,23.000000,24.000000,25.000000,1763745959,246244757
1763745959,251714843,0.000276,0.013409,0.020787,-0.000007,-0.000178,0.000086,1763745959,251714843,-0.012402,-0.001432,-0.001807,0.000120,-0.000120,0.000087,1763745959,251714843,-0.007571,-0.009422,0.012023,0.000121,-0.000131,0.000239,1763745959,251714843,0.000177,-0.094267,0.358112,1763745959,251714843,0.074660,0.042124,0.359219,1763745959,251714843,-0.094597,0.054689,0.352571,1763745959,251714843,0.122504,1763745959,251714843,20.000000,19.000000,58.000000,29.000000,23.000000,23.000000,24.000000,25.000000,1763745959,251714843
1763745959,256543378,0.006276,-0.011591,0.009787,-0.000017,0.000122,0.000106,1763745959,256543378,0.012598,0.015568,0.018193,-0.000020,0.000120,0.001107,1763745959,256543378,0.005429,-0.000422,0.023023,0.000011,-0.000001,0.000159,1763745959,256543378,0.000177,-0.094119,0.358152,1763745959,256543378,0.074632,0.042108,0.359231,1763745959,256543378,-0.094579,0.054679,0.352580,1763745959,256543378,0.122504,1763745959,256543378,20.000000,19.000000,58.000000,29.000000,23.000000,23.000000,24.000000,25.000000,1763745959,256543378
1763745959,261505557,-0.012724,-0.035591,-0.038213,-0.000067,-0.000038,-0.000444,1763745959,261505557,0.007598,-0.018432,-0.016807,0.000020,-0.000130,0.000187,1763745959,261505557,-0.003571,0.011578,-0.006977,0.000011,-0.000101,0.000179,1763745959,261505557,0.000177,-0.094119,0.358152,1763745959,261505557,0.074632,0.042108,0.359231,1763745959,261505557,-0.094579,0.054679,0.352580,1763745959,261505557,0.122504,1763745959,261505557,21.000000,18.000000,53.000000,34.000000,24.000000,25.000000,22.000000,21.000000,1763745959,261505557
1763745959,266411384,0.018276,0.008409,0.002787,-0.000077,0.000042,-0.000334,1763745959,266411384,-0.014402,0.019568,0.014193,0.000010,0.000050,0.000097,1763745959,266411384,0.004429,0.007578,0.000023,-0.000089,-0.000021,0.000309,1763745959,266411384,0.000177,-0.094119,0.358152,1763745959,266411384,0.074632,0.042108,0.359231,1763745959,266411384,-0.094579,0.054679,0.352580,1763745959,266411384,0.122504,1763745959,266411384,21.000000,18.000000,53.000000,34.000000,24.000000,25.000000,22.000000,21.000000,1763745959,266411384
